ID,Name,Attribute,Race,Max Lvl,Exp Curve,Max Exp,Rarity,Cost,Series,Lvl 1 HP,Lvl 1 ATK,Lvl 1 REC,Lvl Max HP,Lvl Max ATK,Lvl Max REC,Active Skill 1,Active Skill 1 Description,Active Skill 2,Active Skill 2 Description,Leader Skill,Leader Skill Description
1426,Amaterasu,Fire,God,50,4000K,1000000,5,8,Yamato,744,361,77,1446,656,172,Mighty Eight Hand Mirror,"Turn all Runestones into God Runestones.  For 1 Round, absorb the Attack of the first attacking enemy in the Round.  Deal a Fire Damage as much as 5x the absorbed Attack to it, regardless of Defense.",,,Spell of Flames & Gods,"Fire Attack and God Attack x 4.5.  Fire Runestones also possess 50% effect of other Attributive Runestones (effects can be superimposed).  If 15 or more Runestones of one Attribute are dissolved, Team Attack x 2.5 additionally."
1427,Sunlight of Hyuga - Amaterasu,Fire,God,99,5000K,5000000,6,14,Yamato,1702,827,176,3372,1529,401,Mighty Eight Hand Mirror,"Turn all Runestones into God Runestones.  For 1 Round, absorb the Attack of the first attacking enemy in the Round.  Deal a Fire Damage as much as 5x the absorbed Attack to it, regardless of Defense.",,,Spell of Flames & Gods,"Fire Attack and God Attack x 4.5.  Fire Runestones also possess 50% effect of other Attributive Runestones (effects can be superimposed).  If 15 or more Runestones of one Attribute are dissolved, Team Attack x 2.5 additionally."
1428,Izanagi,Earth,God,50,4000K,1000000,5,8,Yamato,797,333,68,1548,606,152,Immense Power of Earth Spirits,Turn all Runestones into fixed numbers of Heart Runestones and Enchanted Earth Runestones.,,,Spirits of Vines,Earth Attack x 4.  Heart Runestones also possess 50% effect of Earth Runestones (effects can be superimposed).
1429,Chain of Charmed Beads - Izanagi,Earth,God,99,5000K,5000000,6,14,Yamato,1823,764,156,3611,1412,355,Immense Power of Earth Spirits,Turn all Runestones into fixed numbers of Heart Runestones and Enchanted Earth Runestones.,,,Spirits of Vines,Earth Attack x 4.  Heart Runestones also possess 50% effect of Earth Runestones (effects can be superimposed).
1430,Tsukuyomi,Dark,God,50,4000K,1000000,5,8,Yamato,694,373,75,1350,679,168,Time-freezing Notion,Extend Runestone-moving time to 10 seconds; unlimited movement of Runestones without dissolving within Runestone-moving time.  Damage will be dealt regardless of enemies' Defense.  The Skill stays in play until not all enemies are defeated within the same Round.,,,Floral Sea of Shadow,"Dark Attack x 4.  At the end of each Round, turn the Runestones adjacent to each Enchanted Dark Runestones into Dark Runestones."
1431,Moonlight of Marionette - Tsukuyomi,Dark,God,99,5000K,5000000,6,14,Yamato,1590,855,172,3149,1581,392,Time-freezing Notion,Extend Runestone-moving time to 10 seconds; unlimited movement of Runestones without dissolving within Runestone-moving time.  Damage will be dealt regardless of enemies' Defense.  The Skill stays in play until not all enemies are defeated within the same Round.,,,Floral Sea of Shadow,"Dark Attack x 4.  At the end of each Round, turn the Runestones adjacent to each Enchanted Dark Runestones into Dark Runestones."
1434,Leaf of Moon - Kaguyahime,Earth,Human,99,6000K,6000000,6,20,Arena,1714,663,200,3366,1302,449,Clearance of Clouds,"CDs of Water enemies will be delayed for 2 Rounds.  Earth Attack x 1.5 for the first Round.  Explode all Water Runestones to generate non-Water Runestones.  The more Water Runestones exploded, the higher the Earth Attack, to the max x 2.5 for 5 Runestones.",,,Howl of Earth - Demon-hunt,Earth Attack x 3.5.  Earth Attack on Demon enemies x 2 additionally.
1438,Venus the Divine Deity of Beauty,Light,God,99,5000K,5000000,6,15,Guild Event,1539,686,158,3048,1269,359,Coronation of Watery Moonlight,Recover 50% HP.  Turn Dark Runestones into Enchanted Light Runestones; Earth Runestones into Enchanted Water Runestones.,,,Rebirth of Light,Light Recovery x 2.5
6001,Corpse Bride Urd,Water,God,99,4000K,4000000,6,14,The Norns,1026,684,269,2532,1265,613,Frosting Moment,Inactivate all enemies and change their Attribute into Water for 3 Rounds; Extend Runestone-moving time by 5 seconds when the Skill is in play.,,,Active Defense - Water,Water Runestones also possess 50% effect of Heart Runestones
6002,Skuld the Roguish Knight,Fire,God,99,4000K,4000000,6,14,The Norns,1018,739,232,2516,1366,529,Time Trickster of Fire,Unlimited movement of Runestones in 10 seconds without dissolving; Fire Attack x 2 when 8 or more Combos are made.,,,Active Defense - Fire,Fire Runestones also possess 50% effect of Heart Runestones
6003,Verthandi the Liqueur Vampire,Earth,God,99,4000K,4000000,6,14,The Norns,1149,617,272,2775,1141,619,Saprophytism,"Absorb enemies' HP every Round as much as 2x of the Monster's Recovery, regardless of Defense, Attribute and Skills until the enemy's defeat. The effect could be superimposed at most 3 times.",,,Active Defense - Earth,Earth Runestones also possess 50% effect of Heart Runestones
6004,Idun the Dead of the Holy Temple,Light,God,99,4000K,4000000,6,14,The Norns,1090,617,294,2658,1141,669,Healing Field,Recover HP by 10x Recovery for 5 Rounds.,,,Ultra Recovery,HP will be recovered as much as 7x Monster's Recovery each Round (dissolving Runestones is necessary)
6005,Witch Hunter Brynhild,Dark,God,99,4000K,4000000,6,14,The Norns,1024,783,227,2528,1448,517,Cut Through,"Team Attack x 1.5 for 1 Round.  Release all locked Skills; nullify all Controlling Skills on all enemies.  This Skill will not be locked.  If all enemies in the Wave are defeated in the Round of activation, Team Attack x 2.5 in the next Round.",,,Ultimate Soul Reaping,"Launch an extra attack of as much as 6x of the Monster's Attack each Round to the enemy whose HP is below 40%, regardless of Attribute and Defense"
6006,Surprise Creator Yidhra,Water,Elf,99,3000K,3000000,5,10,Sprites,657,667,153,1180,1059,542,Bubble Burst,70% of Damage dealt to enemies are stored for an extra attack to be launched afterwards regardless of Attribute and Defense for 3 Rounds.,,,Mirage of Elves,Elf Recovery x 2
6007,Magrence the Winter Radiance,Fire,Elf,99,3000K,3000000,5,10,Sprites,691,713,136,1242,1126,493,Ignition,"Turn all enemies into Fire Attribute for 3 Rounds, deal Fire Damage as much as 30x the Monster's Attack to all enemies every Round.",,,Anger of Elves,Elf Attack x 2
6008,Yvette the Colorful Prism,Earth,Elf,99,3000K,3000000,5,10,Sprites,760,614,143,1365,984,513,Harvest of Life,20% Damage dealt on the enemies will be converted to HP Recovery for 3 Rounds.,,,Blood of Elves,Elf HP x 2
6009,Marguerite the Festive Carol,Light,Elf,99,3000K,3000000,5,10,Sprites,684,621,157,1229,993,554,Pervasion,50% of Damage dealt on an enemy will be diffused to other enemies for 3 Rounds.,,,Mirage of Elves,Elf Recovery x 2
6010,Bliss Distributor Isabel,Dark,Elf,99,3000K,3000000,5,13,Sprites,549,552,136,1086,893,493,Bewitchment,Enemies attack themselves to each other once for 3 Rounds.,,,Anger of Elves,Elf Attack x 2
6011,Molly the Dean of Magic,Water,Human,99,3500K,3500000,6,12,Protagonists,1196,645,160,2260,1231,384,Boundary Breaking - Water,"3 rows of Runestones will be added, while Runestone-moving time is extended to 10 seconds and Water Attack increases.",,,Anger of the Ocean,Water Attack x 2
6012,Sean the Monitor of Dragonfire,Fire,Human,99,3500K,3500000,6,12,Protagonists,1164,651,164,2286,1278,368,Boundary Breaking - Fire,"3 rows of Runestones will be added, while Runestone-moving time is greatly extended to 10 seconds and Fire Attack increases.",,,Anger of the Flame,Fire Attack x 2
6013,Duncan the Earnest Prefect,Earth,Human,99,3500K,3500000,6,12,Protagonists,1383,594,149,2613,1134,359,Boundary Breaking - Earth,"3 rows of Runestones will be added, while Runestone-moving time is greatly extended to 10 seconds and Earth Attack increases.",,,Anger of the Woods,Earth Attack x 2
6014,Nathaniel the Bright Head Boy,Light,Human,99,3500K,3500000,6,12,Protagonists,1246,600,164,2355,1146,395,Boundary Breaking - Light,"3 rows of Runestones will be added, while Runestone-moving time is greatly extended to 10 seconds and Light Attack increases.",,,Anger of the Light,Light Attack x 2
6015,Endor the Professor of Thanatology,Dark,Human,99,3500K,3500000,6,12,Protagonists,1171,709,148,2213,1353,356,Boundary Breaking - Dark,3 rows of Runestones will be added while Runestone-moving time is greatly extended to 10 seconds and Dark Attack increases.,,,Anger of the Darkness,Dark Attack x 2
6016,Stone of Origin - Molly,Water,Human,99,3500K,3500000,6,12,Protagonists,878,706,214,1956,1288,445,Boundary Breaking - Water,"3 rows of Runestones will be added, while Runestone-moving time is extended to 10 seconds and Water Attack increases.",,,Anger of the Ocean,Water Attack x 2
6017,Margarite The Faerie (skin),Water,Elf,99,5000K,5000000,6,14,Monster Strike - Heroes,1125,650,288,2145,1240,651,Water Fairy,Turn the bottom row of Runestones into Water Runestones; 4 Runestones in the column on the far left side into Heart Runestones.,,,Slash of Drifting Clouds,"Water Attack x 2.5.  By dissolving the bottom row of Runestones, the Monster's Attack x 3 additionally; if Leader and Ally are the same, the Monster's Attack x 9 additionally."
6018,Refulgent Agnamut (skin),Fire,God,99,5000K,5000000,6,14,Monster Strike - Heroes,1348,838,152,2670,1550,347,Fiery Slash of the Mystical Sword,"If 4 Combos are made, the Monster launches an extra 6x Fire Attack for 1 Round.  For every extra Combo made, Attack multiplier + 2 additionally, to the max 10x for 6 Combos made.",,,Authority of Inferno,Fire Attack x 2.5; Recovery x 1.5.
6019,Dark Emperor Tini (skin),Earth,Elf,99,5000K,5000000,6,14,Monster Strike - Heroes,1242,610,277,2368,1165,626,Satan's Hegemony,Earth Attack and Elf Attack x 2 for 1 Round.  Deal 30x Earth Damage to all enemies.,,,Faithful Companions - Elf,"The more Elves in the Team, the higher the Team Attack, to the max x 3.5."
6020,Queen Arthur (skin),Light,Human,99,5000K,5000000,6,14,Monster Strike - Heroes,1287,660,220,2527,1296,495,Excalibur,Turn Runestones at fixed positions into Light Runestones.,,,Slash of Electrification,"Light Attack x 2.5.  By dissolving the bottom row of Runestones, the Monster's Attack x 3 additionally; if Leader and Ally are the same, the Monster's Attack x 9 additionally."
6021,Blackrose Harley (skin),Dark,Demon,99,5000K,5000000,6,14,Monster Strike - Heroes,714,1187,81,1329,2127,360,Father of Betrayal,Turn all enemies' Attributes into Light; Dark Attack on Light enemies greatly increases for 1 Round.,,,Way of Demons - Dark,"Dark Attack x 2.  For each Demon present in the Team, total HP will be lowered by 5% and Attack multiplier + 0.5 additionally, to the max total HP will be lowered by 30% and Dark Attack x 5 with 6 Demons in the Team."
6022,Yggdrasil Worldtree (skin),Earth,Elf,99,5000K,5000000,6,14,Monster Strike - Heroes,1256,629,269,2395,1200,608,Kerauno Strike,"For 1 Round, Attribute Relation does not apply; all Members launch an extra non-Attributive attack.",,,Aggression of Pneuma,"When HP is full, Team Attack x 3."
6023,Underworld Rebel Lucy (skin),Dark,Elf,99,5000K,5000000,6,14,Monster Strike - Heroes,1267,778,266,2416,1485,601,Song of Empathy for Evil,Turn all Runestones into Dark and Heart Runestones of fixed numbers and fixed positions.  Extend Runestone-moving time by 3 seconds.,,,Gift from Heaven - Protective Heart,"Team Attack x 2.5.  If 4 or more Runestones are dissolved in a column, 1 Heart Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted).  When HP is full, Damage received -20%."
6024,Terry,Light,Human,99,5000K,5000000,8,20,,3359,1650,551,6593,3239,1237,Nil,No Active Skill.,,,Human Spleen,Human Attack x 3
6025,Terence,Dark,Human,99,5000K,5000000,8,20,,3158,1949,497,6198,3826,1115,Nil,No Active Skill.,,,Human Spleen,Human Attack x 3
6026,Blood-bathing Warlord - Gilgamesh,Water,God,99,6000K,6000000,6,18,Ultimate Lords,1373,871,185,2720,1610,421,Common Hostility,"For 1 Round, Team Attack x 1.3.  In the Round of activation, the more Skills activated after this Skill, the higher the Team Attack, to the max x 2 for 2 more Skills activated.",,,Fury of Gods,God Attack x 2.5
6027,Gown of Eternity - Xi,Water,God,99,8000K,8000000,7,20,Flowers of Pledge,1769,878,242,3504,1624,550,Watery Promise,"Turn Light and Heart Runestones into Water Runestones; the more Runestones turned, the higher the Water Attack for 1 Round, to the max x 2 for 8 Runestones turned.",,,Ferocity of Billows - EX,Water Attack x 4.5.
6028,Foster of Harmony - Yan,Fire,God,99,8000K,8000000,7,20,Flowers of Pledge,1832,933,199,3630,1725,452,Fiery Pact,"When 4 or more Combos are made, Team Attack x 2 and Team Recovery -50% (the Skill stays in play until deactivation or defeated).  This Skill can be deactivated anytime.  Upon deactivation of the Skill, turn 8 random Runestones into Heart Runestones.",,,Ferocity of Blaze - EX,Fire Attack x 4.5.
6029,Future Foreseer - Atrahasis,Water,God,99,6000K,6000000,7,20,Major Gods of Babylon,1723,806,207,3413,1490,472,Blades of Water - Time Wielding,"For 1 Round, extend Runestone-moving time to 8 seconds; by dissolving a group of 6 or more Water Runestones, Water Attack x 1.5.",,,Gift from Heaven - Billows,"Water Attack x 3.  If a group of 4 or more Runestones are dissolved in a column, 1 Water Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
6030,Champion Culinarian - Ninurta,Fire,God,99,6000K,6000000,7,20,Major Gods of Babylon,1777,836,178,3521,1545,406,Blades of Flame - Time Wielding,"For 1 Round, extend Runestone-moving time to 8 seconds; by dissolving a group of 6 or more Fire Runestones, Fire Attack x 1.5.",,,Gift from Heaven - Blaze,"Fire Attack x 3.  If a group of 4 or more Runestones are dissolved in a column, 1 Fire Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
6031,Breathtaking Bartender - Dumuzi,Earth,God,99,6000K,6000000,7,20,Major Gods of Babylon,1948,718,191,3860,1328,434,Blades of Vine - Time Wielding,"For 1 Round, extend Runestone-moving time to 8 seconds; by dissolving a group of 6 or more Earth Runestones, Earth Attack x 1.5.",,,Gift from Heaven - Wood,"Earth Attack x 3.  If a group of 4 or more Runestones are dissolved in a column, 1 Earth Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
6032,Brilliant Beer-girl - Inanna,Light,God,99,6000K,6000000,7,20,Major Gods of Babylon,1842,728,214,3649,1346,487,Blades of Light - Time Wielding,"For 1 Round, extend Runestone-moving time to 8 seconds; by dissolving a group of 6 or more Light Runestones, Light Attack x 1.5.",,,Gift from Heaven - Beam,"Light Attack x 3.  If a group of 4 or more Runestones are dissolved in a column, 1 Light Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
6033,Peerless Pole-dancer - Namtar,Dark,God,99,6000K,6000000,7,20,Major Gods of Babylon,1668,887,182,3305,1640,415,Blades of Phantom - Time Wielding,"For 1 Round, extend Runestone-moving time to 8 seconds; by dissolving a group of 6 or more Dark Runestones, Dark Attack x 1.5.",,,Gift from Heaven - Gloom,"Dark Attack x 3.  If a group of 4 or more Runestones are dissolved in a column, 1 Dark Runestone will be generated in that column (only the first batch of Runestones dissolved will be counted)"
6034,Crime-fighting Noble - Judge,Water,Human,99,6000K,6000000,6,20,Ultimate Lords,1354,844,181,2658,1657,407,Power of Fortitude - Water,Water Attack x 1.8 and Team Recovery becomes 0 for 3 Rounds.  HP will be fully recovered after 3 rounds.,,,Human Spleen,Human Attack x 3
6035,Allure of Demonic Melody - Paimon,Light,Demon,99,6000K,6000000,6,20,Ultimate Lords,938,1303,81,1745,2335,358,Demonic Marks of Runes,"For 1 Round, Team Attack x 2; upon Skill activation, the present distribution of Runestones will be recorded.  At the end of the Round, Runestones will be restored to the recorded distribution.",,,Nature of Demons,"Demon Attack, HP and Recovery x 1.5"
6036,Xinyue the Delicate Beauty - Su Daji,Dark,Elf,99,6500K,6500000,7,20,Chinese Gods,1055,623,380,2014,1189,859,Time Slipper,"Unlimited Runestone movement for 20 seconds without dissolving.  The more Runestones are dissolved, the higher the Attack, to the max x 1.9. (only the first batch of Runestones dissolved would be counted).",,,Overwhelming Beauty,Attack bonus for each Combo increases by 125%
6037,Xinyue the Elegant Beauty - Su Daji,Dark,Elf,99,7500K,7500000,7,22,Chinese Gods,1162,657,402,2215,1254,909,Time Slipper - EX,"Unlimited Runestone movement for 20 seconds without dissolving.  The more Runestones dissolved, the higher the Attack, to the max x 2.5 (only the first batch of Runestones dissolved would be counted).",,,Overwhelming Beauty,Attack bonus for each Combo increases by 125%
